Company_name,Contact_id,Region,Country
BlackRock,00v2000000LO4ulAAD,EMEA,UK
BlackRock,00v2000000VikSsAAJ,EMEA,UK
BlackRock,00v2000000MMiOhAAL,EMEA,UK
BlackRock,00v2000000eKlGqAAK,EMEA,UK
BlackRock,00v2000000fI1uXAAS,EMEA,UK
BlackRock,00v2000000RByOvAAL,EMEA,UK
BlackRock,00v2000000eKmFVAA0,EMEA,UK
BlackRock,00v2000000RDUDJAA5,EMEA,UK
BlackRock,00v2000000MhNebAAF,EMEA,UK
BlackRock,00v2000000Yc9KJAAZ,EMEA,UK
BlackRock,00v2000000JBCVIAA5,EMEA,UK
BlackRock,00v2000000eKmvZAAS,EMEA,UK
BlackRock,00v2000000JAePYAA1,EMEA,UK
BlackRock,00v2000000ez1rJAAQ,EMEA,UK
BlackRock,00v2000000SlUM2AAN,EMEA,UK
BlackRock,00v2000000Mig2AAAR,EMEA,UK
BlackRock,00v2000000c8ewpAAA,EMEA,UK
BlackRock,00v2000000HT3xLAAT,EMEA,UK
BlackRock,00v2000000ZCJq3AAH,EMEA,UK
BlackRock,00v2000000TNSNsAAP,EMEA,UK
BlackRock,00v2000000I4c48AAB,EMEA,UK
BlackRock,00vD000000h2u0tIAA,EMEA,UK
BlackRock,00vD000000h1S0NIAU,EMEA,UK
Goldman Sachs,00vD000000guVXcIAM,EMEA,UK
Goldman Sachs,00v2000000g5Z8lAAE,EMEA,UK
Goldman Sachs,00v2000000fIG5GAAW,EMEA,UK
Goldman Sachs,00v2000000cp9bhAAA,EMEA,UK
Goldman Sachs,00vD000000h1HCkIAM,EMEA,UK
Goldman Sachs,00v2000000LMvnpAAD,EMEA,UK
Goldman Sachs,00v2000000VC6VkAAL,EMEA,UK
Goldman Sachs,00v2000000LN5fmAAD,EMEA,UK
Goldman Sachs,00v2000000MM9CzAAL,EMEA,UK
Goldman Sachs,00v2000000bG4YiAAK,EMEA,UK
Goldman Sachs,00v2000000QEbQeAAL,EMEA,UK
Goldman Sachs,00v2000000JBtoGAAT,EMEA,UK
Goldman Sachs,00v2000000eXpsCAAS,EMEA,UK
Goldman Sachs,00v2000000MjBJeAAN,EMEA,UK
Goldman Sachs,00v2000000TLOrkAAH,EMEA,UK
Goldman Sachs,00v2000000aFCPIAA4,EMEA,UK
Aflac Inc.,00v2000000dzGkSAAU,EMEA,UK
Aflac Inc.,00v2000000SKz5OAAT,EMEA,UK
Aflac Inc.,00v2000000XxM9AAAV,EMEA,UK
AIG SunAmerica,00v2000000PM1FZAA1,EMEA,UK
AIG SunAmerica,00v2000000QERgvAAH,EMEA,UK
AIG SunAmerica,00v2000000gTPbKAAW,EMEA,UK
American Express Company,00v2000000fiOZTAA2,EMEA,UK
American Express Company,00v2000000aG0v8AAC,EMEA,UK
American Express Company,00v2000000VhqdPAAR,EMEA,UK
Bank of America Corporation,00v2000000FOMVUAA5,EMEA,UK
Bank of America Corporation,00v2000000HS6u4AAD,EMEA,UK
Bank of America Corporation,00v2000000Gf7yfAAB,EMEA,UK
Bank One Corporation,00v2000000KsGd3AAF,EMEA,UK
Bank One Corporation,00v2000000Miwe4AAB,EMEA,UK
Bank One Corporation,00v2000000SKQkoAAH,EMEA,UK
Bear Stearns,00v2000000VhctFAAR,EMEA,UK
Bear Stearns,00v2000000WPlETAA1,EMEA,UK
Bear Stearns,00v2000000cqBi8AAE,EMEA,UK
Bloomberg,00v2000000JdBYrAAN,EMEA,UK
Bloomberg,00v2000000OW1BjAAL,EMEA,UK
Bloomberg,00v2000000V9N6uAAF,EMEA,UK
Bloomberg LP,00v2000000UkoSEAAZ,EMEA,UK
Bloomberg LP,00v2000000SMPWqAAP,EMEA,UK
Bloomberg LP,00v2000000M5cCpAAJ,EMEA,UK
Capital One Financial Corporation,00v2000000Mj6AhAAJ,EMEA,UK
Capital One Financial Corporation,00v2000000U45K7AAJ,EMEA,UK
Capital One Financial Corporation,00v2000000KaPPiAAN,EMEA,UK
CIT Group,00v2000000WN2dUAAT,EMEA,UK
CIT Group,00v2000000ZAqVSAA1,EMEA,UK
CIT Group,00v2000000gdEqlAAE,EMEA,UK
Citigroup,00vD000000gukp6IAA,EMEA,Spain
Citigroup,00v2000000Vi2YIAAZ,EMEA,Spain
Citigroup,00v2000000QGzFqAAL,EMEA,Spain
CitiGroup Global Markets Inc.,00v2000000MhudYAAR,EMEA,Spain
CitiGroup Global Markets Inc.,00v2000000aGJ2iAAG,EMEA,Spain
CitiGroup Global Markets Inc.,00v2000000aGtc7AAC,EMEA,Spain
Citizens Financial,00v2000000RDjCWAA1,EMEA,Spain
Citizens Financial,00v2000000FlPY3AAN,EMEA,Spain
Citizens Financial,00v2000000eXpzEAAS,EMEA,Spain
Conseco,00v2000000MMgTJAA1,EMEA,Spain
Conseco,00v2000000Ib2oBAAR,EMEA,Spain
Conseco,00v2000000HRDLbAAP,EMEA,Spain
CountryWide Financial Corporation,00v2000000gcKWPAA2,EMEA,Spain
CountryWide Financial Corporation,00v2000000e04XWAAY,EMEA,Spain
CountryWide Financial Corporation,00v2000000G6LOpAAN,EMEA,Spain
Deloitte & Touche,00vD000000h2r4qIAA,EMEA,Spain
Deloitte & Touche,00v2000000U0XlXAAV,EMEA,Spain
Deloitte & Touche,00v2000000SlUkfAAF,EMEA,Spain
Deloitte Touche Tohmatsu,00v2000000TNg0kAAD,EMEA,Spain
Deloitte Touche Tohmatsu,00v2000000JCvMzAAL,EMEA,Spain
Deloitte Touche Tohmatsu,00vD000000h1PK9IAM,EMEA,Spain
Deutsche Bank,00v2000000G3mLsAAJ,EMEA,Spain
Deutsche Bank,00v2000000GbxNMAAZ,EMEA,Spain
Deutsche Bank,00v2000000HPex6AAD,EMEA,Spain
Deutsche Bank AG,00v2000000Ul0sJAAR,EMEA,Spain
Deutsche Bank AG,00v2000000M6V6bAAF,EMEA,Spain
Deutsche Bank AG,00v2000000Nd1jUAAR,EMEA,Spain
Diebold Inc.,00v2000000bNgHFAA0,EMEA,Spain
Diebold Inc.,00v2000000I4IpqAAF,EMEA,Spain
Diebold Inc.,00v2000000dzqG5AAI,EMEA,Spain
Dow Jones & Company Inc.,00v2000000ff8xNAAQ,EMEA,Spain
Dow Jones & Company Inc.,00v2000000eXq0BAAS,EMEA,Spain
Dow Jones & Company Inc.,00v2000000epcfbAAA,EMEA,Spain
E*Trade,00v2000000epcfcAAA,EMEA,Spain
E*Trade,00v2000000epq2iAAA,EMEA,Spain
E*Trade,00v2000000eJgUKAA0,EMEA,Spain
Equifax,00v2000000dj60KAAQ,EMEA,Spain
Equifax,00v2000000epcgyAAA,EMEA,Spain
Equifax,00v2000000gbSseAAE,EMEA,Spain
Ernst & Young LLP,00v2000000SjlukAAB,EMEA,Spain
Ernst & Young LLP,00vD000000guFxeIAE,EMEA,Spain
Ernst & Young LLP,00v2000000aEOsFAAW,EMEA,Spain
Fannie Mae,00vD000000h2tRNIAY,EMEA,Spain
Fannie Mae,00vD000000h1MHwIAM,EMEA,Spain
Fannie Mae,00v2000000Yd8FnAAJ,EMEA,Spain
Fifth Third Bancorp,00v2000000ZAptfAAD,EMEA,Spain
Fifth Third Bancorp,00v2000000bo6iUAAQ,EMEA,Spain
Fifth Third Bancorp,00v2000000fIF7xAAG,EMEA,Spain
First of America Bank,00v2000000gUbbhAAC,EMEA,Spain
First of America Bank,00vD000000h2ETUIA2,EMEA,Spain
First of America Bank,00vD000000h2jWaIAI,EMEA,Spain
Freddie Mac,00vD000000h2p7ZIAQ,EMEA,Spain
Freddie Mac,00vD000000h2w7BIAQ,EMEA,Spain
Freddie Mac,00vD000000h81NvIAI,EMEA,Spain
Goldman Sachs,00v2000000ff8W4AAI,EMEA,Spain
Goldman Sachs,00vD000000h2u87IAA,EMEA,Spain
Goldman Sachs,00v2000000fGlQUAA0,EMEA,Spain
H&R Block Inc.,00v2000000fl8QNAAY,EMEA,Spain
H&R Block Inc.,00v2000000XQaqHAAT,EMEA,Spain
H&R Block Inc.,00v2000000OSSboAAH,EMEA,Spain
Hartford Financial Services,00vD000000h1PWQIA2,EMEA,Spain
Hartford Financial Services,00v2000000NaGxTAAV,EMEA,Spain
Hartford Financial Services,00v2000000RDRAkAAP,EMEA,Spain
HSBC Holding PLC,00v2000000RB2heAAD,EMEA,Spain
HSBC Holding PLC,00v2000000g39XnAAI,EMEA,Spain
HSBC Holding PLC,00v2000000NZgJ0AAL,EMEA,Spain
HSBC USA,00v2000000FDdnBAAT,EMEA,Spain
HSBC USA,00v2000000gcLgIAAU,EMEA,Spain
HSBC USA,00v2000000SJHZlAAP,EMEA,Spain
ING Groep,00v2000000LnwaKAAR,EMEA,Spain
ING Groep,00v2000000OSLO4AAP,EMEA,Spain
ING Groep,00v2000000SMmAZAA1,EMEA,Spain
ING Groep NV,00v2000000ZAbzZAAT,EMEA,Spain
ING Groep NV,00v2000000d2F0sAAE,EMEA,Spain
ING Groep NV,00v2000000epiG2AAI,EMEA,Spain
Intuit,00v2000000f0rqNAAQ,EMEA,Spain
Intuit,00v2000000UoFCiAAN,EMEA,Spain
Intuit,00v2000000f1XSOAA2,EMEA,Spain
John Hancock Financial Services,00v2000000WOKXlAAP,EMEA,Spain
John Hancock Financial Services,00vD000000h3bDSIAY,EMEA,Spain
John Hancock Financial Services,00v2000000etDAkAAM,EMEA,Spain
Kemper Insurance,00vD000000gv4RLIAY,EMEA,Spain
Kemper Insurance,00v2000000U02sOAAR,EMEA,Spain
Kemper Insurance,00v2000000eWcN3AAK,EMEA,Spain
KeyBank National Association,00v2000000fl7zXAAQ,EMEA,Spain
KeyBank National Association,00v2000000eJTvdAAG,EMEA,Spain
KeyBank National Association,00v2000000I1O13AAF,EMEA,Spain
Legg Mason Inc.,00v2000000MhkOZAAZ,EMEA,Spain
Legg Mason Inc.,00v2000000FP7CSAA1,EMEA,Spain
Legg Mason Inc.,00v2000000dyhqbAAA,EMEA,Spain
Liberty Mutual Insurance,00v2000000MOj7IAAT,EMEA,Spain
Liberty Mutual Insurance,00v2000000fwLt5AAE,EMEA,Spain
Liberty Mutual Insurance,00v2000000MhJMGAA3,EMEA,Spain
Massachusetts Mutual Life Insurance Company,00v2000000ZAUJyAAP,EMEA,Spain
Massachusetts Mutual Life Insurance Company,00vD000000gzykhIAA,EMEA,Spain
Massachusetts Mutual Life Insurance Company,00v2000000aEfH2AAK,EMEA,Spain
MasterCard Inc.,00v2000000gu7rwAAA,EMEA,Spain
MasterCard Inc.,00v2000000ZCnF0AAL,EMEA,Portugal
MasterCard Inc.,00v2000000f1RF3AAM,EMEA,Portugal
MBNA,00v2000000cBW8uAAG,EMEA,Portugal
MBNA,00v2000000JB2C2AAL,EMEA,Portugal
MBNA,00v2000000JBJW4AAP,EMEA,Portugal
Mellon Financial,00v2000000fi6dWAAQ,EMEA,Portugal
Mellon Financial,00v2000000g36mcAAA,EMEA,Portugal
Mellon Financial,00vD000000h0C3DIAU,EMEA,Portugal
Merrill Lynch & Company Inc.,00vD000000guFFqIAM,EMEA,Portugal
Merrill Lynch & Company Inc.,00v2000000SLnh5AAD,EMEA,Portugal
Merrill Lynch & Company Inc.,00v2000000P770bAAB,EMEA,Portugal
MetLife,00vD000000h80bSIAQ,EMEA,Portugal
MetLife,00v2000000QFXtPAAX,EMEA,Portugal
MetLife,00v2000000OSNjCAAX,EMEA,Portugal
Moody’s Corporation,00v2000000GcFftAAF,EMEA,Portugal
Moody’s Corporation,00vD000000h1pfeIAA,EMEA,Portugal
Moody’s Corporation,00v2000000XPujDAAT,EMEA,Portugal
Morgan Stanley,00v2000000KNkDwAAL,EMEA,Portugal
Morgan Stanley,00v2000000NcsJtAAJ,EMEA,Portugal
Morgan Stanley,00v2000000IbtivAAB,EMEA,Portugal
Mutual of Omaha,00v2000000Nb2xaAAB,EMEA,Portugal
Mutual of Omaha,00v2000000bxv1NAAQ,EMEA,Portugal
Mutual of Omaha,00v2000000dyBkjAAE,EMEA,Portugal
National City Corporation,00vD000000guFVGIA2,EMEA,Portugal
National City Corporation,00v2000000FOynwAAD,EMEA,Portugal
National City Corporation,00v2000000G49EAAAZ,EMEA,Portugal
Nationwide Financial Services,00v2000000XyErNAAV,EMEA,Portugal
Nationwide Financial Services,00v2000000g4GHhAAM,EMEA,Portugal
Nationwide Financial Services,00v2000000WwZghAAF,EMEA,Portugal
New York Life Insurance,00v2000000I5QW2AAN,EMEA,Portugal
New York Life Insurance,00v2000000UkFo5AAF,EMEA,Portugal
New York Life Insurance,00v2000000IZOCcAAP,EMEA,Portugal
Northwestern Mutual,00v2000000ez1ucAAA,EMEA,Portugal
Northwestern Mutual,00v2000000gdB5JAAU,EMEA,Portugal
Northwestern Mutual,00v2000000cogjWAAQ,EMEA,Portugal
Norwest Venture Capital Management Inc.,00v2000000VhyPbAAJ,EMEA,Portugal
Norwest Venture Capital Management Inc.,00v2000000coiqtAAA,EMEA,Portugal
Norwest Venture Capital Management Inc.,00v2000000U1WxxAAF,EMEA,Portugal
NYSE – New York Stock Exchange,00v2000000SmHagAAF,EMEA,Portugal
NYSE – New York Stock Exchange,00v2000000d3hq2AAA,EMEA,Portugal
NYSE – New York Stock Exchange,00v2000000aG0g2AAC,EMEA,Portugal
Oppenheimer Holdings,00v2000000Kra7hAAB,EMEA,Portugal
Oppenheimer Holdings,00v2000000KN5ZgAAL,EMEA,Portugal
Oppenheimer Holdings,00v2000000dWYW6AAO,EMEA,Portugal
Pacific Life Insurance Company,00v2000000RAySKAA1,EMEA,Portugal
Pacific Life Insurance Company,00v2000000PLtW5AAL,EMEA,Portugal
Pacific Life Insurance Company,00v2000000gNkD7AAK,EMEA,Portugal
Pacific Mutual Holding Company,00v2000000LnbvVAAR,EMEA,Portugal
Pacific Mutual Holding Company,00v2000000c9WKxAAM,EMEA,Portugal
Pacific Mutual Holding Company,00v2000000aFEm8AAG,EMEA,Portugal
Pioneer Investment Management,00v2000000epohjAAA,EMEA,Portugal
Pioneer Investment Management,00v2000000VkSHAAA3,EMEA,Portugal
Pioneer Investment Management,00v2000000YbwgZAAR,EMEA,Portugal
PricewaterhouseCoopers,00v2000000aGYmsAAG,EMEA,Portugal
PricewaterhouseCoopers,00v2000000OVsH0AAL,EMEA,Portugal
PricewaterhouseCoopers,00v2000000U02GCAAZ,EMEA,Portugal
Progressive,00v2000000WNg0kAAD,EMEA,Portugal
Progressive,00v2000000Umtt5AAB,EMEA,Portugal
Progressive,00v2000000JDHHNAA5,EMEA,Portugal
Providian Financial,00v2000000KaWkYAAV,EMEA,Portugal
Providian Financial,00v2000000I4jcoAAB,EMEA,Portugal
Providian Financial,00v2000000IbDyFAAV,EMEA,Portugal
Sallie Mae (SLM Corporation),00v2000000KO5uzAAD,EMEA,Portugal
Sallie Mae (SLM Corporation),00v2000000KryMdAAJ,EMEA,Portugal
Sallie Mae (SLM Corporation),00v2000000M8Vd9AAF,EMEA,Portugal
Sovereign Bancorp,00v2000000M8eiEAAR,EMEA,Portugal
Sovereign Bancorp,00v2000000MiYCHAA3,EMEA,Portugal
Sovereign Bancorp,00v2000000MinpkAAB,EMEA,Portugal
State Farm Mutual Automobile Insurance Company,00v2000000MjeypAAB,EMEA,Portugal
State Farm Mutual Automobile Insurance Company,00v2000000NawFcAAJ,EMEA,Portugal
State Farm Mutual Automobile Insurance Company,00v2000000NavbNAAR,EMEA,Portugal
SunTrust Banks,00v2000000OSMa3AAH,EMEA,Portugal
SunTrust Banks,00v2000000OSTPxAAP,EMEA,Portugal
SunTrust Banks,00v2000000OSnEWAA1,EMEA,Portugal
TD AmeriTrade,00v2000000OVmViAAL,EMEA,Portugal
TD AmeriTrade,00v2000000PLaQIAA1,EMEA,Portugal
TD AmeriTrade,00v2000000RB6izAAD,EMEA,Portugal
The Allstate Corporation,00v2000000JEgKqAAL,EMEA,Portugal
The Allstate Corporation,00v2000000QFxC4AAL,EMEA,Portugal
The Allstate Corporation,00v2000000RBzLlAAL,EMEA,Portugal
The Bank of New York Mellon Corporation,00v2000000eXoGTAA0,EMEA,Portugal
The Bank of New York Mellon Corporation,00v2000000M8Tb6AAF,EMEA,Portugal
The Bank of New York Mellon Corporation,00v2000000Icd1eAAB,EMEA,Portugal
The Charles Schwab Corporation,00v2000000I1rR7AAJ,EMEA,Portugal
The Charles Schwab Corporation,00v2000000HTbQGAA1,EMEA,Portugal
The Charles Schwab Corporation,00v2000000I337WAAR,EMEA,Portugal
The Equitable,00v2000000LliG7AAJ,EMEA,Portugal
The Equitable,00v2000000SJyTIAA1,EMEA,Portugal
The Equitable,00v2000000cWNhzAAG,EMEA,Portugal
The Guardian Life Insurance Company of America,00v2000000IbqlnAAB,EMEA,Portugal
The Guardian Life Insurance Company of America,00v2000000MMFlhAAH,EMEA,Portugal
The Guardian Life Insurance Company of America,00v2000000IZiQJAA1,EMEA,Portugal
The Travelers Companies Inc.,00v2000000QGrymAAD,EMEA,Portugal
The Travelers Companies Inc.,00v2000000GcjnFAAR,EMEA,Portugal
The Travelers Companies Inc.,00v2000000KvAksAAF,EMEA,Portugal
Transamerica Corporation,00v2000000FiuwwAAB,EMEA,Portugal
Transamerica Corporation,00v2000000GeL9dAAF,EMEA,Portugal
Transamerica Corporation,00v2000000H4S83AAF,EMEA,Portugal
U.S. Bancorp,00v2000000JCt7NAAT,EMEA,Portugal
U.S. Bancorp,00v2000000gcO5KAAU,EMEA,Portugal
U.S. Bancorp,00v2000000NaGsfAAF,EMEA,Portugal
UBS,00v2000000SmHboAAF,EMEA,Portugal
UBS,00v2000000OSlhqAAD,EMEA,Portugal
UBS,00v2000000VjuBZAAZ,EMEA,Portugal
Visa Inc.,00v2000000MkdVxAAJ,EMEA,Portugal
Visa Inc.,00v2000000eYTNmAAO,EMEA,Portugal
Visa Inc.,00v2000000dzJFTAA2,EMEA,Portugal
Washington Mutual,00v2000000gssETAAY,EMEA,Portugal
Washington Mutual,00v2000000YcvSBAAZ,EMEA,Portugal
Washington Mutual,00vD000000h2jVVIAY,EMEA,Portugal
Wells Fargo & Company,00v2000000g36gCAAQ,EMEA,Portugal
Wells Fargo & Company,00v2000000aEyoGAAS,EMEA,Portugal
Wells Fargo & Company,00vD000000gulGxIAI,EMEA,Portugal
American Express Company,00v2000000IbhUDAAZ,EMEA,Portugal
American Express Company,00v2000000dWuc5AAC,EMEA,Portugal
Bank of America Corporation,00v2000000HQcW0AAL,EMEA,Portugal
Bank of America Corporation,00v2000000NarfyAAB,EMEA,Portugal
Bank of America Corporation,00v2000000SJNijAAH,EMEA,Portugal
Bank One Corporation,00v2000000NacuQAAR,EMEA,Portugal
Bank One Corporation,00v2000000FjP3KAAV,EMEA,Portugal
Bank One Corporation,00vD000000gujHXIAY,EMEA,Portugal
Bear Stearns,00v2000000bFuJMAA0,EMEA,Portugal
Bear Stearns,00v2000000c9qNrAAI,EMEA,Portugal
Bear Stearns,00v2000000dUeo6AAC,EMEA,Portugal
Bloomberg,00v2000000dy7ugAAA,EMEA,Portugal
Bloomberg,00v2000000KK9a4AAD,EMEA,Portugal
Bloomberg,00vD000000h3WcHIAU,EMEA,Portugal
Bloomberg LP,00v2000000NZKyPAAX,EMEA,Portugal
Bloomberg LP,00v2000000MjjnGAAR,EMEA,Portugal
Bloomberg LP,00v2000000LNkKlAAL,EMEA,Portugal
Capital One Financial Corporation,00v2000000dg296AAA,EMEA,Portugal
Capital One Financial Corporation,00v2000000RBxnmAAD,EMEA,Portugal
Capital One Financial Corporation,00v2000000G6CMnAAN,EMEA,Portugal
CIT Group,00v2000000U3F4GAAV,EMEA,Portugal
CIT Group,00vD000000h2mHrIAI,EMEA,Portugal
CIT Group,00v2000000KNNGxAAP,EMEA,Portugal
Citigroup,00v2000000UmtKeAAJ,EMEA,Portugal
Citigroup,00v2000000IcYWGAA3,EMEA,Portugal
Citigroup,00v2000000LNmagAAD,EMEA,Portugal
CitiGroup Global Markets Inc.,00v2000000JdONmAAN,EMEA,Portugal
CitiGroup Global Markets Inc.,00v2000000IaL5ZAAV,EMEA,Portugal
CitiGroup Global Markets Inc.,00v2000000MhWDfAAN,EMEA,Portugal
Citizens Financial,00v2000000TO10rAAD,EMEA,Portugal
Citizens Financial,00v2000000fFQm8AAG,EMEA,Portugal
Citizens Financial,00v2000000MhXJ2AAN,EMEA,Portugal
The Equitable,00v2000000HQsUVAA1,EMEA,Portugal
The Equitable,00v2000000MOXmBAAX,EMEA,Portugal
The Equitable,00v2000000M7rXOAAZ,EMEA,Portugal
The Guardian Life Insurance Company of America,00v2000000GcAM0AAN,EMEA,Portugal
The Guardian Life Insurance Company of America,00v2000000cpJ6cAAE,EMEA,Portugal
The Guardian Life Insurance Company of America,00v2000000QE5fBAAT,EMEA,Portugal
The Travelers Companies Inc.,00v2000000JcQzKAAV,EMEA,Portugal
The Travelers Companies Inc.,00v2000000ZCF8OAAX,EMEA,Portugal
The Travelers Companies Inc.,00v2000000MkboDAAR,EMEA,Portugal
Independent,00v2000000GcYcnAAF,EMEA,Portugal
ING Groep,00v2000000cpBCiAAM,EMEA,Portugal
Deloitte Touche Tohmatsu,00v2000000NZQkrAAH,EMEA,Portugal
HSBC USA,00v2000000eKmTVAA0,EMEA,Portugal
Deutsche Bank,00v2000000cTJSIAA4,EMEA,Portugal
First of America Bank,00v2000000IaQhfAAF,EMEA,Portugal
Mellon Financial,00v2000000IaQheAAF,EMEA,Portugal
CIT Group,00v2000000WNjZEAA1,EMEA,Portugal
AIG SunAmerica,00v2000000IaQZIAA3,EMEA,Portugal
Deutsche Bank AG,00v2000000aFCW5AAO,EMEA,Portugal
ING Groep NV,00v2000000KNNtRAAX,EMEA,Portugal
CountryWide Financial Corporation,00v2000000aFAnwAAG,EMEA,Portugal
Legg Mason Inc.,00v2000000MiVXeAAN,EMEA,Portugal
Fifth Third Bancorp,00v2000000aH4cdAAC,EMEA,Portugal
Norwest Venture Capital Management Inc.,00v2000000Nbl5cAAB,EMEA,Portugal
HSBC Holding PLC,00v2000000eJRCGAA4,EMEA,Portugal
Pacific Life Insurance Company,00v2000000OSSvXAAX,EMEA,Portugal
Massachusetts Mutual Life Insurance Company,00v2000000c7dBnAAI,EMEA,Portugal
National City Corporation,00v2000000MhWqCAAV,EMEA,Portugal
Pacific Mutual Holding Company,00v2000000WmAiPAAV,EMEA,Portugal
The Equitable,00v2000000JctrtAAB,EMEA,Portugal
KeyBank National Association,00v2000000V9u9zAAB,EMEA,Portugal
The Guardian Life Insurance Company of America,00v2000000MOYM4AAP,EMEA,Portugal
Diebold Inc.,00v2000000dy7tXAAQ,EMEA,Portugal
Moody’s Corporation,00v2000000QGKzoAAH,EMEA,Portugal
The Travelers Companies Inc.,00v2000000UPfK4AAL,EMEA,Portugal
HSBC,00v2000000JDSlVAAX,EMEA,Portugal
HSBC,00v2000000LNzxEAAT,EMEA,Portugal
HSBC,00v2000000U42pdAAB,EMEA,Portugal
HSBC,00v2000000Z9WSUAA3,EMEA,Portugal
HSBC,00v2000000bmxLvAAI,EMEA,Portugal
HSBC,00v2000000JbSynAAF,EMEA,Portugal
HSBC,00v2000000MkdNAAAZ,EMEA,Portugal
HSBC,00v2000000JDHioAAH,EMEA,Portugal
HSBC,00v2000000dyPw7AAE,EMEA,Portugal
HSBC,00v2000000MipMFAAZ,EMEA,Portugal
HSBC,00v2000000I4VSZAA3,EMEA,Portugal
HSBC,00v2000000HRYNcAAP,EMEA,Portugal
HSBC,00v2000000U39OsAAJ,EMEA,Portugal
HSBC,00v2000000Gf7S6AAJ,EMEA,Portugal
HSBC,00v2000000VjMIWAA3,EMEA,Portugal
HSBC,00v2000000HSBtDAAX,EMEA,Portugal
HSBC,00v2000000OSiefAAD,EMEA,Portugal
HSBC,00v2000000TNxE6AAL,EMEA,Portugal
HSBC,00v2000000IZleTAAT,EMEA,Portugal
HSBC,00v2000000JC5JJAA1,EMEA,Portugal
HSBC,00v2000000FEV9yAAH,EMEA,Portugal
HSBC,00v2000000FRTtfAAH,EMEA,Portugal
HSBC,00v2000000MLvH5AAL,EMEA,Portugal
HSBC,00v2000000HQgn6AAD,EMEA,Portugal
HSBC,00v2000000Yc6rzAAB,EMEA,Portugal
HSBC,00v2000000UmfKYAAZ,EMEA,Portugal
HSBC,00v2000000H3mITAAZ,EMEA,Portugal
HSBC,00v2000000HPzD3AAL,EMEA,Portugal
HSBC,00v2000000HPzmNAAT,EMEA,Portugal
HSBC,00v2000000HSwt0AAD,EMEA,Portugal
HSBC,00v2000000Ictw8AAB,EMEA,Portugal
HSBC,00v2000000JaiBeAAJ,EMEA,Portugal
HSBC,00v2000000LOgdYAAT,EMEA,Portugal
HSBC,00v2000000LOIQfAAP,EMEA,Portugal
HSBC,00v2000000M8mvWAAR,EMEA,Portugal
HSBC,00v2000000M6gfvAAB,EMEA,Portugal
HSBC,00v2000000MNEatAAH,EMEA,Portugal
HSBC,00v2000000MiigcAAB,EMEA,Portugal
HSBC,00v2000000MiR9DAAV,EMEA,Portugal
HSBC,00v2000000MjOy4AAF,EMEA,Portugal
HSBC,00v2000000MjhroAAB,EMEA,Portugal
HSBC,00v2000000NZLvxAAH,EMEA,Portugal
HSBC,00v2000000NaU5PAAV,EMEA,Portugal
HSBC,00v2000000NbEvgAAF,EMEA,Portugal
HSBC,00v2000000MOjGPAA1,EMEA,Portugal
HSBC,00v2000000NdC0tAAF,EMEA,Portugal
HSBC,00v2000000OSjYgAAL,EMEA,Portugal
HSBC,00v2000000OT9iIAAT,EMEA,Portugal
HSBC,00v2000000PKyO1AAL,EMEA,Portugal
HSBC,00v2000000PLSsjAAH,EMEA,Portugal
HSBC,00v2000000PNSc7AAH,EMEA,Portugal
HSBC,00v2000000POHO2AAP,EMEA,Portugal
HSBC,00v2000000QH2AlAAL,EMEA,Portugal
HSBC,00v2000000QH6m9AAD,EMEA,Portugal
HSBC,00v2000000QGyF2AAL,EMEA,Portugal
HSBC,00v2000000R9vRgAAJ,EMEA,Portugal
HSBC,00v2000000R9wDkAAJ,EMEA,Portugal
HSBC,00v2000000RAE0LAAX,EMEA,Portugal
HSBC,00v2000000RAyXgAAL,EMEA,Portugal
HSBC,00v2000000RBultAAD,EMEA,Portugal
HSBC,00v2000000RDHG3AAP,EMEA,Portugal
HSBC,00v2000000VhydIAAR,EMEA,Portugal
HSBC,00v2000000SihFGAAZ,EMEA,Portugal
HSBC,00v2000000TLOYHAA5,EMEA,Portugal
HSBC,00v2000000TNLcAAAX,EMEA,Portugal
HSBC,00v2000000U0B3CAAV,EMEA,Portugal
HSBC,00v2000000JbiZZAAZ,EMEA,Portugal
HSBC,00v2000000WPcBuAAL,EMEA,Portugal
HSBC,00v2000000WxF5GAAV,EMEA,Portugal
HSBC,00v2000000VBKa5AAH,EMEA,Portugal
HSBC,00v2000000VBzEjAAL,EMEA,Portugal
HSBC,00v2000000Vi65oAAB,EMEA,Portugal
HSBC,00v2000000ViqZNAAZ,EMEA,Portugal
HSBC,00v2000000YcZKdAAN,EMEA,Portugal
HSBC,00v2000000ZASaXAAX,EMEA,Portugal
HSBC,00v2000000ZAcgXAAT,EMEA,Portugal
HSBC,00v2000000cTD2DAAW,EMEA,Portugal
HSBC,00v2000000dyBbrAAE,EMEA,Portugal
HSBC,00v2000000dyjaDAAQ,EMEA,Portugal
HSBC,00v2000000Ic9oDAAR,EMEA,Portugal
HSBC,00v2000000VBvLZAA1,EMEA,Portugal
HSBC,00v2000000TNK0gAAH,EMEA,Portugal
HSBC,00v2000000TNK8AAAX,EMEA,Portugal
HSBC,00v2000000g6kezAAA,EMEA,Portugal
HSBC,00v2000000U02DTAAZ,EMEA,Portugal
HSBC,00v2000000U02efAAB,EMEA,Portugal
HSBC,00v2000000TNi1IAAT,EMEA,Portugal
HSBC,00v2000000TO0f0AAD,EMEA,Portugal
